p^A2	prepend head of auxiliary input to register 2
p$A2	prepend rear of auxiliary input to register 2
p%A2	prepend torso of auxiliary input to register 2
pAB	prepend auxiliary input to auxiliary output
p^AB	prepend head of auxiliary input to auxiliary output
p$AB	prepend rear of auxiliary input to auxiliary output
p%AB	prepend torso of auxiliary input to auxiliary output
pAJ	prepend auxiliary input to primary output
p^AJ	prepend head of auxiliary input to primary output
p$AJ	prepend rear of auxiliary input to primary output
p%AJ	prepend torso of auxiliary input to primary output
pAN	prepend auxiliary input to memory output
p^AN	prepend head of auxiliary input to memory output
p$AN	prepend rear of auxiliary input to memory output
p%AN	prepend torso of auxiliary input to memory output
pB1	prepend auxiliary output to register 1
p^B1	prepend head of auxiliary output to register 1
p$B1	prepend rear of auxiliary output to register 1
p%B1	prepend torso of auxiliary output to register 1
pB2	prepend auxiliary output to register 2
p^B2	prepend head of auxiliary output to register 2
p$B2	prepend rear of auxiliary output to register 2
p%B2	prepend torso of auxiliary output to register 2
pBB	prepend auxiliary output to auxiliary output
p^BB	prepend head of auxiliary output to auxiliary output
p$BB	prepend rear of auxiliary output to auxiliary output
p%BB	prepend torso of auxiliary output to auxiliary output
pBJ	prepend auxiliary output to primary output
p^BJ	prepend head of auxiliary output to primary output
p$BJ	prepend rear of auxiliary output to primary output
p%BJ	prepend torso of auxiliary output to primary output
pBN	prepend auxiliary output to memory output
p^BN	prepend head of auxiliary output to memory output
p$BN	prepend rear of auxiliary output to memory output
p%BN	prepend torso of auxiliary output to memory output
p^I1	prepend head of primary input to register 1
pI1	prepend primary input to register 1
p$I1	prepend rear of primary input to register 1
p%I1	prepend torso of primary input to register 1
p^I2	prepend head of primary input to register 2
pI2	prepend primary input to register 2
p$I2	prepend rear of primary input to register 2
p%I2	prepend torso of primary input to register 2
p^IB	prepend head of primary input to auxiliary output
pIB	prepend primary input to auxiliary output
p$IB	prepend rear of primary input to auxiliary output
p%IB	prepend torso of primary input to auxiliary output
p^IJ	prepend head of primary input to primary output
pIJ	prepend primary input to primary output
p$IJ	prepend rear of primary input to primary output
p%IJ	prepend torso of primary input to primary output
p^IN	prepend head of primary input to memory output
pIN	prepend primary input to memory output
p$IN	prepend rear of primary input to memory output
p%IN	prepend torso of primary input to memory output
p^J1	prepend head of primary output to register 1
pJ1	prepend primary output to register 1
p$J1	prepend rear of primary output to register 1
p%J1	prepend torso of primary output to register 1
p^J2	prepend head of primary output to register 2
pJ2	prepend primary output to register 2
p$J2	prepend rear of primary output to register 2
p%J2	prepend torso of primary output to register 2
p^JB	prepend head of primary output to auxiliary output
pJB	prepend primary output to auxiliary output
p$JB	prepend rear of primary output to auxiliary output
p%JB	prepend torso of primary output to auxiliary output
p^JJ	prepend head of primary output to primary output
pJJ	prepend primary output to primary output
p$JJ	prepend rear of primary output to primary output
p%JJ	prepend torso of primary output to primary output
p^JN	prepend head of primary output to memory output
pJN	prepend primary output to memory output
p$JN	prepend rear of primary output to memory output
p%JN	prepend torso of primary output to memory output
p^M1	prepend head of memory input to register 1
pM1	prepend memory input to register 1
p$M1	prepend rear of memory input to register 1
p%M1	prepend torso of memory input to register 1
p^M2	prepend head of memory input to register 2
pM2	prepend memory input to register 2
p$M2	prepend rear of memory input to register 2
p%M2	prepend torso of memory input to register 2
p^MB	prepend head of memory input to auxiliary output
pMB	prepend memory input to auxiliary output
p$MB	prepend rear of memory input to auxiliary output
p%MB	prepend torso of memory input to auxiliary output
p^MJ	prepend head of memory input to primary output
pMJ	prepend memory input to primary output
p$MJ	prepend rear of memory input to primary output
p%MJ	prepend torso of memory input to primary output
p^MN	prepend head of memory input to memory output
pMN	prepend memory input to memory output
p$MN	prepend rear of memory input to memory output
p%MN	prepend torso of memory input to memory output
p^N1	prepend head of memory output to register 1
pN1	prepend memory output to register 1
p$N1	prepend rear of memory output to register 1
p%N1	prepend torso of memory output to register 1
p^N2	prepend head of memory output to register 2
pN2	prepend memory output to register 2
p$N2	prepend rear of memory output to register 2
p%N2	prepend torso of memory output to register 2
p^NB	prepend head of memory output to auxiliary output
pNB	prepend memory output to auxiliary output
p$NB	prepend rear of memory output to auxiliary output
p%NB	prepend torso of memory output to auxiliary output
p^NJ	prepend head of memory output to primary output
pNJ	prepend memory output to primary output
p$NJ	prepend rear of memory output to primary output
p%NJ	prepend torso of memory output to primary output
p^NN	prepend head of memory output to memory output
pNN	prepend memory output to memory output
p$NN	prepend rear of memory output to memory output
p%NN	prepend torso of memory output to memory output
r1	reverse register 1
r2	reverse register 2
rB	reverse auxiliary output
rJ	reverse primary output
rN	reverse memory output
s1	spell register 1
s2	spell register 2
sB	spell auxiliary output
sJ	spell primary output
sN	spell memory output
x1	decode register 1 and randomly choose word
x2	decode register 2 and randomly choose word
xB	decode auxiliary output and randomly choose word
xJ	decode primary output and randomly choose word
xN	decode memory output and randomly choose word
y1	randomly choose head or rear of register 1
y2	randomly choose head or rear of register 2
yB	randomly choose head or rear of auxiliary output
yJ	randomly choose head or rear of primary output
yN	randomly choose head or rear of memory output
z^1	zero head of register 1
z$1	zero rear of register 1
z1	zero register 1
z%1	zero torso of register 1
z^2	zero head of register 2
z$2	zero rear of register 2
z2	zero register 2
z%2	zero torso of register 2
zB	zero auxiliary output
z^B	zero head of auxiliary output
z$B	zero rear of auxiliary output
z%B	zero torso of auxiliary output
z^J	zero head of primary output
zJ	zero primary output
z$J	zero rear of primary output
z%J	zero torso of primary output
z^N	zero head of memory output
zN	zero memory output
z$N	zero rear of memory output
z%N	zero torso of memory output
